cyma_customer_number,,cyma_code,agid,workorder_id,submitted_date,device_status,part_number,serial_number,date_received,assigned_to,repaired_by,date_repaired,hold_reason,protectionplan_id,repair_loc,billing_co,request_id,job,requester,request_datetime,request_status,item_number,return_reason,invoice_number
NEWBURGH,,AB1,2159915519876,159915,02/18/2022,received,REPAIR-DELL-CRM3189,33kytn2,03/02/2022,dcolligan,,,,,PA,PA,255087,296309,dcolligan,04/07/2022,requested parts received and scanned in by tech,AG-3189-HG00R,3,
NEWBURGH,,AB1,2159915519876,159915,02/18/2022,received,REPAIR-DELL-CRM3189,33kytn2,03/02/2022,dcolligan,,,,,PA,PA,255088,296309,dcolligan,04/07/2022,requested parts received and scanned in by tech,AG-3189-PR00,3,
NEWBURGH,,AB1,2159915519876,159915,02/18/2022,received,REPAIR-DELL-CRM3189,33kytn2,03/02/2022,dcolligan,,,,,PA,PA,255089,296309,dcolligan,04/07/2022,requested parts received and scanned in by tech,YK5CX,3,
NEWBURGH,,AB1,2159915523988,159915,02/18/2022,received,REPAIR-DELL-CRM3100,BK743X2,03/02/2022,dcolligan,,,,,PA,PA,255084,296293,dcolligan,04/07/2022,requested parts received and scanned in by tech,AG-31002IN1-LC00R,,
CAYUGA-ONONDAGA,,AB1,2159942520100,159942,02/18/2022,received,REPAIR-LENOVO-300EG2A,pf2q14ve,02/28/2022,dcolligan,,,,,PA,PA,256307,296903,dcolligan,04/08/2022,requested parts received and scanned in by tech,5CB0U63947,,
CAYUGA-ONONDAGA,,AB1,2159942520102,159942,02/18/2022,received,REPAIR-DELL-CRM3189,g69rbh2,02/28/2022,dcolligan,,,,,PA,PA,256310,296905,dcolligan,04/08/2022,requested parts received and scanned in by tech,AG-3189-PR00,,
CAYUGA-ONONDAGA,,AB1,2159942520106,159942,02/18/2022,received,REPAIR-LENOVO-300E,p203zdxx,02/28/2022,dcolligan,,,,,PA,PA,255724,296882,dcolligan,04/07/2022,requested parts received and scanned in by tech,AG-300EG1T-LC00RC,,
CAYUGA-ONONDAGA,,AB1,2159947520137,159947,02/18/2022,received,REPAIR-LENOVO-300E,P203ZSVF,02/28/2022,dcolligan,,,,,PA,PA,255567,296729,dcolligan,04/07/2022,requested parts received and scanned in by tech,AG-N23YOGA-PR01R,,
CAYUGA-ONONDAGA,,AB1,2159947520141,159947,02/18/2022,received,REPAIR-LENOVO-300EG2M,p204qqsb,02/28/2022,dcolligan,,,,,PA,PA,255574,296686,dcolligan,04/07/2022,requested parts received and scanned in by tech,5CB0T95166,,
CAYUGA-ONONDAGA,,AB1,2159947520144,159947,02/18/2022,received,REPAIR-LENOVO-300EG2M,p204qpqv,02/28/2022,dcolligan,,,,,PA,PA,255578,296697,dcolligan,04/07/2022,requested parts received and scanned in by tech,5CB0T95165,,
ELPASOISD,,AB1,2159953520235,159953,02/18/2022,received,REPAIR-MBA-13-2017-A1466,FVFD246CJ1WK,02/28/2022,jdemichelis,,,,,PA,PA,246512,284246,jdemichelis,03/18/2022,requested parts received and scanned in by tech,661-7480,,
ELPASOISD,,AB1,2159953520235,159953,02/18/2022,received,REPAIR-MBA-13-2017-A1466,FVFD246CJ1WK,02/28/2022,jdemichelis,,,,,PA,PA,246513,284246,jdemichelis,03/18/2022,requested parts received and scanned in by tech,923-0438,,
ELPASOISD,,AB1,2159953520235,159953,02/18/2022,received,REPAIR-MBA-13-2017-A1466,FVFD246CJ1WK,02/28/2022,jdemichelis,,,,,PA,PA,246514,284246,jdemichelis,03/18/2022,requested parts received and scanned in by tech,923-0441,,
ELPASOISD,,AB1,2159953520235,159953,02/18/2022,received,REPAIR-MBA-13-2017-A1466,FVFD246CJ1WK,02/28/2022,jdemichelis,,,,,PA,PA,246515,284246,jdemichelis,03/18/2022,requested parts received and scanned in by tech,923-0439,,
ELPASOISD,,AB1,2159953520235,159953,02/18/2022,received,REPAIR-MBA-13-2017-A1466,FVFD246CJ1WK,02/28/2022,jdemichelis,,,,,PA,PA,246516,284246,jdemichelis,03/18/2022,requested parts received and scanned in by tech,923-0440,,
ELPASOISD,,AB1,2159953520235,159953,02/18/2022,received,REPAIR-MBA-13-2017-A1466,FVFD246CJ1WK,02/28/2022,jdemichelis,,,,,PA,PA,246517,284246,jdemichelis,03/18/2022,requested parts received and scanned in by tech,A1496,,
ELPASOISD,,AB1,2159953520235,159953,02/18/2022,received,REPAIR-MBA-13-2017-A1466,FVFD246CJ1WK,02/28/2022,jdemichelis,,,,,PA,PA,246518,284246,jdemichelis,03/18/2022,requested parts received and scanned in by tech,661-7465,,
ELPASOISD,,AB1,2159953520235,159953,02/18/2022,received,REPAIR-MBA-13-2017-A1466,FVFD246CJ1WK,02/28/2022,jdemichelis,,,,,PA,PA,246519,284246,jdemichelis,03/18/2022,requested parts received and scanned in by tech,661-02529,,
ELPASOISD,,AB1,2159953520235,159953,02/18/2022,received,REPAIR-MBA-13-2017-A1466,FVFD246CJ1WK,02/28/2022,jdemichelis,,,,,PA,PA,245207,284246,mstevens,03/15/2022,all parts on request used or returned,LP133WP1-TJA7,,
ELPASOISD,,AB1,2159953520235,159953,02/18/2022,received,REPAIR-MBA-13-2017-A1466,FVFD246CJ1WK,02/28/2022,jdemichelis,,,,,PA,PA,245209,284246,mstevens,03/15/2022,all parts on request used or returned,A1466-LVDS-CABLE,,
ELPASOISD,,AB1,2159953520235,159953,02/18/2022,received,REPAIR-MBA-13-2017-A1466,FVFD246CJ1WK,02/28/2022,jdemichelis,,,,,PA,PA,245210,284246,mstevens,03/15/2022,all parts on request used or returned,MBA-A1466-WIFICAM-2013,,
CAYUGA-ONONDAGA,,AB1,2159956520257,159956,02/18/2022,received,REPAIR-LENOVO-300EG2A,pf2q09hl,02/28/2022,cakelley,,,,,PA,PA,256328,296883,cakelley,04/08/2022,requested parts received and scanned in by tech,AG-300EG2TAST-CL00R,,
CAYUGA-ONONDAGA,,AB1,2159956520260,159956,02/18/2022,received,REPAIR-LENOVO-300E,p203zrsq,02/28/2022,cakelley,,,,,PA,PA,256326,296862,cakelley,04/08/2022,requested parts received and scanned in by tech,AG-N23-BT00,,
CAYUGA-ONONDAGA,,AB1,2159963520305,159963,02/18/2022,received,REPAIR-LENOVO-300E,p2034pgt,02/28/2022,cakelley,,,,,PA,PA,255368,296668,cakelley,04/07/2022,requested parts received and scanned in by tech,AG-N23YOGA-HG00R,,
SPRINGFIELDCITY,,AB1,2159981520430,159981,02/18/2022,received,REPAIR-IPAD7,F9FCJ6J0MF3Q,02/23/2022,tkeyser,tkeyser,,,,PA,PA,256864,297934,tkeyser,04/11/2022,all parts on request used or returned,MIPA701-HC,,
ROBESON,,PJ1,2160019520710,160019,02/21/2022,received,REPAIR-LENOVO-14E,MP1MKJEP,03/07/2022,bpearce,,,,,PA,PA,258735,297970,bpearce,04/13/2022,all parts on request used or returned,AG-14E-LB00R,,
ROBESON,,PJ1,2160019520710,160019,02/21/2022,received,REPAIR-LENOVO-14E,MP1MKJEP,03/07/2022,bpearce,,,,,PA,PA,258736,297970,bpearce,04/13/2022,all parts on request used or returned,AG-14E-TC00R,,
ROBESON,,PJ1,2160019520710,160019,02/21/2022,received,REPAIR-LENOVO-14E,MP1MKJEP,03/07/2022,bpearce,,,,,PA,PA,258737,297970,bpearce,04/13/2022,all parts on request used or returned,AG-14E-HC00R,,
ROBESON,,PJ1,2160019520717,160019,02/21/2022,hold,REPAIR-HP-14-G5,5CD8453SNQ,03/07/2022,bpearce,,,Parts,,PA,PA,259780,297963,bpearce,04/18/2022,requested parts received and scanned in by tech,AG-14G4-LC00RC,,
ROBESON,,PJ1,2160022520725,160022,02/21/2022,received,REPAIR-LENOVO-14E,M1RYWHM,03/07/2022,cakelley,,,,,PA,PA,257593,297986,cakelley,04/12/2022,requested parts received and scanned in by tech,AG-14E-TC00R,,
ROBESON,,PJ1,2160022520725,160022,02/21/2022,received,REPAIR-LENOVO-14E,M1RYWHM,03/07/2022,cakelley,,,,,PA,PA,257594,297986,cakelley,04/12/2022,requested parts received and scanned in by tech,AG-14E-HG00,,
ROBESON,,PJ1,2160022520726,160022,02/21/2022,received,REPAIR-HP-14-G5,5CD8454KPH,03/07/2022,cakelley,,,,,PA,PA,257256,297941,cakelley,04/11/2022,requested parts received and scanned in by tech,AG-14G5T-LB00R,,
ROBESON,,PJ1,2160022520729,160022,02/21/2022,received,REPAIR-LENOVO-100EG2M,P205YFYV,03/07/2022,cakelley,,,,,PA,PA,257591,297926,cakelley,04/12/2022,requested parts received and scanned in by tech,AG-100EG2MTK-HG00,,
ROBESON,,PJ1,2160022520730,160022,02/21/2022,hold,REPAIR-LENOVO-100EG2,PF2QR3GZ,03/07/2022,dcolligan,,,Logicboard,,PA,PA,257630,298023,dcolligan,04/12/2022,all parts on request used or returned,AG-100EG2-PR00,,
ROBESON,,PJ1,2160022520730,160022,02/21/2022,hold,REPAIR-LENOVO-100EG2,PF2QR3GZ,03/07/2022,dcolligan,,,Logicboard,,PA,PA,257631,298023,dcolligan,04/12/2022,all parts on request used or returned,5C50T81842-WITHOUTCABLES,,
ROBESON,,PJ1,2160028520756,160028,02/21/2022,received,REPAIR-LENOVO-100EG2,PF2R13CL,03/07/2022,rsmith,,,,,PA,PA,257243,297630,rsmith,04/11/2022,all parts on request used or returned,AG-100EG2-PR00,,
ROBESON,,PJ1,2160028520757,160028,02/21/2022,received,REPAIR-LENOVO-100EG2,PF2QSSLS,03/07/2022,rsmith,,,,,PA,PA,257242,297620,rsmith,04/11/2022,all parts on request used or returned,AG-100EG2MTK-CM00,,
ROBESON,,PJ1,2160028520760,160028,02/21/2022,received,REPAIR-LENOVO-100EG2,PF2QYJJ2,03/07/2022,rsmith,,,,,PA,PA,257247,297616,rsmith,04/11/2022,all parts on request used or returned,AG-500EG2T-BT00,,
ROBESON,,PJ1,2160028520762,160028,02/21/2022,received,REPAIR-LENOVO-100EG2,PF2QVWLD,03/07/2022,rsmith,,,,,PA,PA,260971,297623,rsmith,04/20/2022,all parts on request used or returned,B116XTN02.3-HW:0A/FW:0,,
ROBESON,,PJ1,2160028520764,160028,02/21/2022,received,REPAIR-LENOVO-100EG2,PF2QWJB7,03/07/2022,rsmith,,,,,PA,PA,257841,297619,rsmith,04/12/2022,all parts on request used or returned,AG-100EG2-PR00,,
ROBESON,,PJ1,2160031520775,160031,02/21/2022,received,REPAIR-LENOVO-100EG2,PF2P71G4,03/07/2022,rsmith,,,,,PA,PA,257222,297554,rsmith,04/11/2022,all parts on request used or returned,AG-100EG2-PR00,,
ROBESON,,PJ1,2160031520776,160031,02/21/2022,received,REPAIR-LENOVO-100EG2,PF2QGMYL,03/07/2022,rsmith,,,,,PA,PA,257218,297567,rsmith,04/11/2022,all parts on request used or returned,AG-100EG2-PR00,,
ROBESON,,PJ1,2160035520789,160035,02/21/2022,received,REPAIR-HP-14-G5,5CD8454KPN,03/07/2022,cakelley,,,,,PA,PA,257094,298100,cakelley,04/11/2022,requested parts received and scanned in by tech,AG-14G5T-BC00R,,
FRANKLINREG,,PJ1,2160036520799,160036,02/21/2022,received,REPAIR-HP-11G8EE,5CD105J7HQ,03/21/2022,bpearce,,,,,PA,PA,251691,293463,bpearce,03/30/2022,all parts on request used or returned,L89773-001,,
ROBESON,,PJ1,2160059520883,160059,02/22/2022,received,REPAIR-LENOVO-100EG2,PF2P8AJE,03/07/2022,rsmith,,,,,PA,PA,257211,297580,rsmith,04/11/2022,all parts on request used or returned,AG-100EG2-PR00,,
ROBESON,,PJ1,2160059520884,160059,02/22/2022,received,REPAIR-LENOVO-100EG2,PF2QR9WW,03/07/2022,rsmith,,,,,PA,PA,257215,297575,rsmith,04/11/2022,all parts on request used or returned,AG-100EG2-PR00,,
ROBESON,,PJ1,2160059520886,160059,02/22/2022,received,REPAIR-LENOVO-100EG2,PF2PX24K,03/07/2022,rsmith,,,,,PA,PA,257849,297599,rsmith,04/12/2022,all parts on request used or returned,AG-100EG2-PR00,,
ROBESON,,PJ1,2160115521173,160115,02/22/2022,hold,REPAIR-LENOVO-100EG2M,p2073gvtp2n0b9b07016,03/07/2022,dcolligan,,,Logicboard,,PA,PA,257620,297547,dcolligan,04/12/2022,all parts on request used or returned,B116XTN02.3-HW:0A/FW:0,,
ROBESON,,PJ1,2160115521173,160115,02/22/2022,hold,REPAIR-LENOVO-100EG2M,p2073gvtp2n0b9b07016,03/07/2022,dcolligan,,,Logicboard,,PA,PA,257621,297547,dcolligan,04/12/2022,all parts on request used or returned,AG-100EG2MTK-CL00R,,
ROBESON,,PJ1,2160115521174,160115,02/22/2022,received,REPAIR-LENOVO-100EG2M,p20731kwp2n0b9b05043,03/07/2022,dcolligan,,,,,PA,PA,257619,297601,dcolligan,04/12/2022,requested parts received and scanned in by tech,5B10T36866,,
ROBESON,,PJ1,2160120521184,160120,02/22/2022,received,REPAIR-LENOVO-100EG2M,p2073ftkp2n0b9b0601x,03/15/2022,bpearce,,,,,PA,PA,256199,297286,bpearce,04/08/2022,all parts on request used or returned,AG-100EG2MTK-SP00,,
ROBESON,,PJ1,2160123521212,160123,02/22/2022,received,REPAIR-HP-11AG8EE,5CD1120QJB,03/15/2022,cakelley,,,,,PA,PA,255735,296945,cakelley,04/07/2022,requested parts received and scanned in by tech,AG-11G8EE-BT00,,
BEAUFORTCS,,SB1,2160144521339,160144,02/22/2022,hold,REPAIR-HP-11G7EE,5CD016JFXJ,02/25/2022,bgreenawalt,,,Logicboard,,PA,PA,255222,296326,bgreenawalt,04/07/2022,requested parts received and scanned in by tech,AG-11G7EE-US00,,
BEAUFORTCS,,SB1,2160144521341,160144,02/22/2022,hold,REPAIR-HP-11AG6EE,5CD9388DFF,02/25/2022,bgreenawalt,,,Logicboard,,PA,PA,255214,296311,bgreenawalt,04/07/2022,all parts on request used or returned,AG-11G6EE-TC00R,,
BEAUFORTCS,,SB1,2160144521341,160144,02/22/2022,hold,REPAIR-HP-11AG6EE,5CD9388DFF,02/25/2022,bgreenawalt,,,Logicboard,,PA,PA,255215,296311,bgreenawalt,04/07/2022,all parts on request used or returned,L52192-001,,
BEAUFORTCS,,SB1,2160144521349,160144,02/22/2022,hold,REPAIR-HP-14-G6,5CD0160FN5,02/25/2022,bpearce,,,Parts,,PA,PA,255968,297125,bpearce,04/08/2022,requested parts received and scanned in by tech,L90435-001,,
BEAUFORTCS,,SB1,2160144521349,160144,02/22/2022,hold,REPAIR-HP-14-G6,5CD0160FN5,02/25/2022,bpearce,,,Parts,,PA,PA,255969,297125,bpearce,04/08/2022,requested parts received and scanned in by tech,L90414-001,,
PHENIXCITYBOARD,,PJ1,2160151521394,160151,02/23/2022,hold,REPAIR-DELL-CRM3100,16L35Y2,02/25/2022,dcolligan,,,Logicboard,,PA,PA,258745,295412,dcolligan,04/13/2022,requested parts received and scanned in by tech,B116XTN02.3-HW:0A/FW:0,,
PHENIXCITYBOARD,,PJ1,2160151521394,160151,02/23/2022,hold,REPAIR-DELL-CRM3100,16L35Y2,02/25/2022,dcolligan,,,Logicboard,,PA,PA,258746,295412,dcolligan,04/13/2022,requested parts received and scanned in by tech,AG-3100-CL00R,,
PHENIXCITYBOARD,,PJ1,2160151521428,160151,02/23/2022,hold,REPAIR-DELL-CRM3100,FPX05Y2,02/25/2022,bpearce,,,Parts,,PA,PA,251019,292925,bpearce,03/29/2022,all parts on request used or returned,B116XTN02.3-HW:0A/FW:0,,
PHENIXCITYBOARD,,PJ1,2160151521433,160151,02/23/2022,hold,REPAIR-DELL-CRM3100,H4Y1C73,02/25/2022,kdimatteo,,,Logicboard,,PA,PA,255750,291493,thidalgo,04/07/2022,requested parts received and scanned in by tech,B116XTN02.3-HW:0A/FW:0,,
#GARFIELD,,PJ8,2160153521479,160153,02/23/2022,hold,REPAIR-LENOVO-100EG2A,p2082cqm,02/25/2022,hweltz,,,Logicboard,,PA,PA,253390,288543,hweltz,04/04/2022,all parts on request used or returned,5CB0Z21474,,
#GARFIELD,,PJ8,2160153521479,160153,02/23/2022,hold,REPAIR-LENOVO-100EG2A,p2082cqm,02/25/2022,hweltz,,,Logicboard,,PA,PA,253391,288543,hweltz,04/04/2022,all parts on request used or returned,5B10X65680,,
ROBESON,,PJ1,2160185521635,160185,02/23/2022,received,REPAIR-LENOVO-14E,MP1RSDML,03/07/2022,bpearce,,,,,PA,PA,258732,297891,bpearce,04/13/2022,requested parts received and scanned in by tech,AG-14E-LB00R,,
ROBESON,,PJ1,2160185521635,160185,02/23/2022,received,REPAIR-LENOVO-14E,MP1RSDML,03/07/2022,bpearce,,,,,PA,PA,258733,297891,bpearce,04/13/2022,requested parts received and scanned in by tech,AG-14E-HC00R,,
ROBESON,,PJ1,2160185521635,160185,02/23/2022,received,REPAIR-LENOVO-14E,MP1RSDML,03/07/2022,bpearce,,,,,PA,PA,258734,297891,bpearce,04/13/2022,requested parts received and scanned in by tech,AG-14E-TC00R,,
MONITEAUSD,,PJ1,2160217521806,160217,02/23/2022,received,REPAIR-DELL-CRM3100,GQVP6D3,02/25/2022,dcolligan,,,,,PA,PA,255331,296633,dcolligan,04/07/2022,requested parts received and scanned in by tech,AG-31002IN1-US00R,,
MADISONCONSOLID,,AB1,2160242521918,160242,02/23/2022,received,REPAIR-IPAD7,F9GCfn6umf3m,04/18/2022,zpalczer,,,,1703,PA,PA,265750,305206,zpalczer,04/30/2022,requested parts received and scanned in by tech,IPA7CPB,,
WHITEPINESD,,SB1,2160353522464,160353,02/24/2022,received,REPAIR-LENOVO-N22,lro5jvhe,03/07/2022,bpearce,,,,,PA,PA,258730,298029,bpearce,04/13/2022,all parts on request used or returned,B116XTN02.3-HW:0A/FW:0,,
WHITEPINESD,,SB1,2160353522464,160353,02/24/2022,received,REPAIR-LENOVO-N22,lro5jvhe,03/07/2022,bpearce,,,,,PA,PA,258731,298029,bpearce,04/13/2022,all parts on request used or returned,AG-N22-BC00R,,
BEAUFORTCS,,SB1,2160358522496,160358,02/25/2022,hold,REPAIR-HP-11AG6EE,5CD9221BKV,02/28/2022,bgreenawalt,,,Logicboard,,PA,PA,254825,296205,bgreenawalt,04/06/2022,all parts on request used or returned,AG-11AG6EE-US00,,
BEAUFORTCS,,SB1,2160358522497,160358,02/25/2022,hold,REPAIR-HP-11AG6EE,5CD9350R6G,02/28/2022,bgreenawalt,,,Logicboard,,PA,PA,254880,296196,bgreenawalt,04/06/2022,all parts on request used or returned,B116XTN02.3-HW:0A/FW:0,,
BEAUFORTCS,,SB1,2160358522497,160358,02/25/2022,hold,REPAIR-HP-11AG6EE,5CD9350R6G,02/28/2022,bgreenawalt,,,Logicboard,,PA,PA,254881,296196,bgreenawalt,04/06/2022,all parts on request used or returned,AG-11G6EE-CL00R,,
BEAUFORTCS,,SB1,2160358522500,160358,02/25/2022,hold,REPAIR-HP-14-G6,5CD0160F04,02/28/2022,bgreenawalt,,,Logicboard,,PA,PA,254898,296256,bgreenawalt,04/06/2022,all parts on request used or returned,L90414-001,,
PHENIXCITYBOARD,,PJ1,2160382522658,160382,02/25/2022,received,REPAIR-DELL-CRM3100,unreadable,03/01/2022,cakelley,,,,,PA,PA,251104,293045,cakelley,03/29/2022,requested parts received and scanned in by tech,B116XTN02.3-HW:0A/FW:0,,
PHENIXCITYBOARD,,PJ1,2160382522680,160382,02/25/2022,received,REPAIR-DELL-CRM3100,6lm0c73,03/01/2022,rsmith,,,,,PA,PA,251235,293038,rsmith,03/30/2022,all parts on request used or returned,AG-3100-CL00R,,
MAYFIELDCITY,,SS1,2160418522803,160418,02/25/2022,received,REPAIR-HP-11G8EE,5CD106FPJJ,03/01/2022,rsmith,,,,,PA,PA,250313,288653,rsmith,03/28/2022,all parts on request used or returned,AG-11G8EE-HC00,,
MAYFIELDCITY,,SS1,2160418522803,160418,02/25/2022,received,REPAIR-HP-11G8EE,5CD106FPJJ,03/01/2022,rsmith,,,,,PA,PA,250314,288653,rsmith,03/28/2022,all parts on request used or returned,AG-11G8EE-BC00R,,
RADNOR,,PJ1,2160433522952,160433,02/25/2022,received,REPAIR-DELL-CRM3100,BW5X4Y2,03/02/2022,bgreenawalt,,,,,PA,PA,258306,296747,bgreenawalt,04/13/2022,requested parts received and scanned in by tech,AG-31002IN1-BC00R,,
RADNOR,,PJ1,2160433522953,160433,02/25/2022,received,REPAIR-DELL-CRM3100,F9BT4Y2,03/02/2022,bgreenawalt,,,,,PA,PA,258310,296700,bgreenawalt,04/13/2022,requested parts received and scanned in by tech,AG-31002IN1-BC00R,,
BEAUFORTCS,,SB1,2160474523087,160474,02/28/2022,received,REPAIR-HP-11AG6EE,5CD91313G4,03/02/2022,cakelley,,,,,PA,PA,263031,296235,cakelley,04/25/2022,requested parts received and scanned in by tech,B116XTN02.3-HW:0A/FW:0,,
ELPASOISD,,AB1,2160482523112,160482,02/28/2022,received,REPAIR-MBA-11-2015-A1465,C02WQ5J7GFWM,03/07/2022,dmelton,,,,,PA,PA,247545,285924,dmelton,03/21/2022,requested parts received and scanned in by tech,661-7473-B,,
ELPASOISD,,AB1,2160482523112,160482,02/28/2022,received,REPAIR-MBA-11-2015-A1465,C02WQ5J7GFWM,03/07/2022,dmelton,,,,,PA,PA,247547,285924,dmelton,03/21/2022,requested parts received and scanned in by tech,923-0432,,
ELPASOISD,,AB1,2160482523112,160482,02/28/2022,received,REPAIR-MBA-11-2015-A1465,C02WQ5J7GFWM,03/07/2022,dmelton,,,,,PA,PA,265309,285924,dmelton,04/29/2022,requested parts received and scanned in by tech,923-0435,,
ELPASOISD,,AB1,2160482523112,160482,02/28/2022,received,REPAIR-MBA-11-2015-A1465,C02WQ5J7GFWM,03/07/2022,dmelton,,,,,PA,PA,265309,285924,dmelton,04/29/2022,requested parts received and scanned in by tech,923-0434,,
ELPASOISD,,AB1,2160482523112,160482,02/28/2022,received,REPAIR-MBA-11-2015-A1465,C02WQ5J7GFWM,03/07/2022,dmelton,,,,,PA,PA,265435,285924,dmelton,04/29/2022,requested parts received and scanned in by tech,923-0429,,
#POTTSVILLE,,PJ1,2160520523418,160520,02/28/2022,hold,REPAIR-IPAD6,GG7YNX5WJF8J,03/02/2022,tkeyser,,,Salesperson Approval,,PA,PA,263881,299238,tkeyser,04/26/2022,all parts on request used or returned,MIPA601-HC,,
#POTTSVILLE,,PJ1,2160520523418,160520,02/28/2022,hold,REPAIR-IPAD6,GG7YNX5WJF8J,03/02/2022,tkeyser,,,Salesperson Approval,,PA,PA,263882,299238,tkeyser,04/26/2022,all parts on request used or returned,IPA6-LCD,,
#POTTSVILLE,,PJ1,2160520523419,160520,02/28/2022,received,REPAIR-IPAD6,GG7YR822JF8J,03/02/2022,tkeyser,,,,,PA,PA,258210,298934,tkeyser,04/13/2022,all parts on request used or returned,MIPA601-HC,,
SHENENDEHOWACSD,,AB1,2160534523498,160534,03/01/2022,hold,REPAIR-IPAD7,F9FC12LSMF3R,03/04/2022,tjeffreys,,,Logicboard,,PA,PA,252324,294217,tjeffreys,03/31/2022,all parts on request used or returned,IPA7-LCD,,
SHENENDEHOWACSD,,AB1,2160534523498,160534,03/01/2022,hold,REPAIR-IPAD7,F9FC12LSMF3R,03/04/2022,tjeffreys,,,Logicboard,,PA,PA,252560,294217,tjeffreys,04/01/2022,all parts on request used or returned,IPA702-HC,,
SHENENDEHOWACSD,,AB1,2160534523498,160534,03/01/2022,hold,REPAIR-IPAD7,F9FC12LSMF3R,03/04/2022,tjeffreys,,,Logicboard,,PA,PA,252580,294217,tjeffreys,04/01/2022,all parts on request used or returned,IPA5CAMF,,
SHENENDEHOWACSD,,AB1,2160534523498,160534,03/01/2022,hold,REPAIR-IPAD7,F9FC12LSMF3R,03/04/2022,tjeffreys,,,Logicboard,,PA,PA,252581,294217,tjeffreys,04/01/2022,all parts on request used or returned,IPA5CAMR,,
MANCHESTERACS,,PJ1,2160536523502,160536,03/01/2022,received,REPAIR-ACER-C871,NXHQEAA001041298BA7600,03/03/2022,rsmith,,,,2531,PA,PA,247552,290116,rsmith,03/21/2022,all parts on request used or returned,N120ACA-EA1-C1,,
MANCHESTERACS,,PJ1,2160537523503,160537,03/01/2022,received,REPAIR-ACER-C871,NXHQEAA001037059D07600,03/03/2022,rsmith,,,,2531,PA,PA,247594,290114,rsmith,03/21/2022,all parts on request used or returned,N120ACA-EA1-C1,,
CAYUGA-ONONDAGA,,AB1,2160538523504,160538,03/01/2022,received,REPAIR-HP-11-G4,5cd5522vky,03/03/2022,dcolligan,,,,,PA,PA,255726,296910,dcolligan,04/07/2022,requested parts received and scanned in by tech,794732-001,,
CAYUGA-ONONDAGA,,AB1,2160538523504,160538,03/01/2022,received,REPAIR-HP-11-G4,5cd5522vky,03/03/2022,dcolligan,,,,,PA,PA,255727,296910,dcolligan,04/07/2022,requested parts received and scanned in by tech,AG-11G4-BC00R,,
WHITEPINESD,,SB1,2160569523632,160569,03/01/2022,received,REPAIR-HP-11-G6-EE,5cd84842Q8,03/08/2022,bgreenawalt,,,,,PA,PA,258272,298268,bgreenawalt,04/13/2022,requested parts received and scanned in by tech,AG-11G6EE-BT00R,,
WHITEPINESD,,SB1,2160569523632,160569,03/01/2022,received,REPAIR-HP-11-G6-EE,5cd84842Q8,03/08/2022,bgreenawalt,,,,,PA,PA,258273,298268,bgreenawalt,04/13/2022,requested parts received and scanned in by tech,L52192-001,,
BENTONCARROLL,,DF1,2160581523741,160581,03/01/2022,received,REPAIR-LENOVO-N23-YOGA,P201L1L8,03/08/2022,kdimatteo,,,,,PA,PA,251117,287347,kdimatteo,03/29/2022,requested parts received and scanned in by tech,AG-300EG1T-AB00,,
BENTONCARROLL,,DF1,2160581523741,160581,03/01/2022,received,REPAIR-LENOVO-N23-YOGA,P201L1L8,03/08/2022,kdimatteo,,,,,PA,PA,251342,287347,kdimatteo,03/30/2022,requested parts received and scanned in by tech,5S58C07634,,
BENTONCARROLL,,DF1,2160581523741,160581,03/01/2022,received,REPAIR-LENOVO-N23-YOGA,P201L1L8,03/08/2022,kdimatteo,,,,,PA,PA,251137,287347,kdimatteo,03/29/2022,all parts on request used or returned,5D68C07628,,
BENTONCARROLL,,DF1,2160581523742,160581,03/01/2022,hold,REPAIR-HP-11-X360-G3-EE,5CD0247WTT,03/08/2022,hweltz,,,Logicboard,,PA,PA,244315,287440,hweltz,03/11/2022,requested parts received and scanned in by tech,AG-X36011G3EET-US00,,
UBREAKIFIXWHEAT,,NB1,2160605523890,160605,03/01/2022,hold,REPAIR-IPADPRO10,DMPTM3UEHP51,03/03/2022,eberton,,,Waiting for Approval,,PA,PA,242661,285758,eberton,03/09/2022,requested parts received and scanned in by tech,IPAP10BAT,,
WHITEPINESD,,SB1,2160608523903,160608,03/01/2022,hold,REPAIR-HP-11-G5-EE,5cd8107bvr,03/08/2022,bgreenawalt,,,Logicboard,,PA,PA,257468,298379,bgreenawalt,04/11/2022,all parts on request used or returned,AG-11G5EE-PR00R,,
WHITEPINESD,,SB1,2160608523903,160608,03/01/2022,hold,REPAIR-HP-11-G5-EE,5cd8107bvr,03/08/2022,bgreenawalt,,,Logicboard,,PA,PA,257469,298379,bgreenawalt,04/11/2022,all parts on request used or returned,AG-11G5EE-DC00R,,
ELPASOISD,,AB1,2160650524031,160650,03/02/2022,hold,REPAIR-MBA-11-2015-A1465,C02WP7PQGFWM,03/07/2022,hnaughton,,,Parts,,PA,PA,254721,291077,mstevens,04/06/2022,all parts on request used or returned,B116XW05V.001-W,,
ELPASOISD,,AB1,2160650524031,160650,03/02/2022,hold,REPAIR-MBA-11-2015-A1465,C02WP7PQGFWM,03/07/2022,hnaughton,,,Parts,,PA,PA,254722,291077,mstevens,04/06/2022,all parts on request used or returned,A1465-LVDS-CABLE,,
